UIN,Incident.day,Incident.month,Incident.year,Victim.injury,State,Location,Shark.common.name,Shark.scientific.name,Latitude-Orig,Longitude-Orig,Adjusted,Site.category,AdjLat,AdjLong,Latitude,Longitude,Notes
370,1,3,1938,injured,NT,liverpool river,whaler shark,Carcharhinidae,-12.0333,134.2000,No,estuary/harbour,,,-12.0333,134.2000,
371,1,6,1938,fatal,QLD,thursday island area (unknown location),,,-10.5667,142.1667,No,island open ocean,,,-10.5667,142.1667,
372,1,7,1938,fatal,NT,bathurst island,whaler shark,Carcharhinidae,-11.4000,130.4000,No,island open ocean,,,-11.4000,130.4000,
373,1,10,1938,injured,QLD,"moreton bay, wynnum",tiger shark,Galeocerdo cuvier ,-27.4333,153.1667,No,coastal,,,-27.4333,153.1667,
374,1,11,1938,injured,QLD,"cribb island, brisbane",wobbegong,Orectolobidae,-27.3500,153.1167,No,coastal,,,-27.3500,153.1167,
375,1,1,1939,uninjured,NSW,"yamba, clarence river",bull shark,Carcharhinus leucas,-29.4167,152.3333,No,river,,,-29.4167,152.3333,
376,1,9,1939,injured,QLD,"torres strait, mabuig island",tiger shark,Galeocerdo cuvier ,-9.9500,142.1667,No,island open ocean,,,-9.9500,142.1667,
377,1,10,1939,injured,QLD,"double island beach, cairns",,,-16.7167,154.6833,No,island open ocean,,,-16.7167,154.6833,
378,1,10,1939,injured,QLD,"restoration rock, portland road",tiger shark,Galeocerdo cuvier ,-12.6167,143.4500,No,island open ocean,,,-12.6167,143.4500,
379,1,12,1939,injured,NSW,georges river,bull shark,Carcharhinus leucas,-33.9833,151.0667,No,river,,,-33.9833,151.0667,
380,1,12,1939,fatal,QLD,"mackay, rubbish dump creek, pioneer river",bull shark,Carcharhinus leucas,-21.1667,149.2333,No,estuary/harbour,,,-21.1667,149.2333,
381,1,1,1940,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
382,1,1,1940,injured,QLD,"brisbane river, dutton park",bull shark,Carcharhinus leucas,-27.4833,153.0167,No,river,,,-27.4833,153.0167,
383,1,1,1940,injured,QLD,"southport, surfers paradise",tiger shark,Galeocerdo cuvier ,-28.0000,153.4167,No,coastal,,,-28.0000,153.4167,
384,1,1,1940,fatal,NSW,"botany bay, brighton-le-sands",tiger shark,Galeocerdo cuvier ,-33.9500,151.1500,No,estuary/harbour,,,-33.9500,151.1500,
385,1,2,1940,fatal,NSW,"botany bay, brighton-le-sands",bull shark,Carcharhinus leucas,-33.9500,151.1500,No,estuary/harbour,,,-33.9500,151.1500,
386,1,3,1940,injured,NSW,"gerringong, wollongong",wobbegong,Orectolobidae,-34.7333,150.8333,No,coastal,,,-34.7333,150.8333,
387,1,5,1940,injured,QLD,mackay,tiger shark,Galeocerdo cuvier ,-21.4000,150.5333,No,island open ocean,,,-21.4000,150.5333,
388,1,12,1940,fatal,NSW,"stockton beach, newcastle",tiger shark,Galeocerdo cuvier ,-32.8500,151.8333,No,coastal,,,-32.8500,151.8333,
389,1,10,1941,injured,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
390,1,10,1941,fatal,QLD,"torres strait, badu island",tiger shark,Galeocerdo cuvier ,-10.1167,142.1333,No,island open ocean,,,-10.1167,142.1333,
391,1,11,1941,injured,WA,off carnarvon,,,-26.4667,110.2667,No,ocean/pelagic,,,-26.4667,110.2667,
392,1,12,1941,injured,WA,"the facine, carnarvon",bull shark,Carcharhinus leucas,-24.8833,113.6500,No,estuary/harbour,,,-24.8833,113.6500,
393,1,1,1942,fatal,NSW,"bantry bay, sydney harbour",bull shark,Carcharhinus leucas,-33.7667,151.2167,No,estuary/harbour,,,-33.7667,151.2167,
394,1,1,1942,uninjured,NSW,"manly, fairy bower, sydney",white shark,Carcharodon carcharias ,-33.7833,151.2833,No,coastal,,,-33.7833,151.2833,
395,1,5,1942,injured,QLD,cairns (reef 160km south),tiger shark,Galeocerdo cuvier ,-17.7000,146.5167,No,coastal,,,-17.7000,146.5167,
396,1,8,1942,injured,QLD,"hook island, whitsunday islands",,,-20.0833,148.8833,No,island open ocean,,,-20.0833,148.8833,
397,1,9,1942,injured,QLD,"trinity beach, cairns",tiger shark,Galeocerdo cuvier ,-16.7833,145.7000,No,coastal,,,-16.7833,145.7000,
398,1,12,1942,fatal,NSW,"bantry bay, sydney harbour",bull shark,Carcharhinus leucas,-33.7667,151.2167,No,estuary/harbour,,,-33.7667,151.2167,
399,1,1,1943,injured,NT,darwin,tiger shark,Galeocerdo cuvier ,-12.4667,130.8333,No,coastal,,,-12.4667,130.8333,
400,1,1,1944,injured,NSW,"forster, first beach",white shark,Carcharodon carcharias ,-32.1667,152.5167,No,coastal,,,-32.1667,152.5167,
401,1,2,1945,injured,NSW,malabar bay,wobbegong,Orectolobidae,-33.9500,151.2500,No,coastal,,,-33.9500,151.2500,
402,1,6,1945,fatal,QLD,"trinity beach, double island, cairns",tiger shark,Galeocerdo cuvier ,-16.7167,145.6667,No,coastal,,,-16.7167,145.6667,
403,1,1,1946,injured,QLD,townsville,,,-19.2500,146.8167,No,coastal,,,-19.2500,146.8167,
404,1,1,1946,fatal,NSW,"georges river, oatley bay, sydney",bull shark,Carcharhinus leucas,-33.9833,151.0833,No,river,,,-33.9833,151.0833,
405,1,2,1946,injured,WA,"city beach, perth",white shark,Carcharodon carcharias ,-31.9333,115.7500,No,coastal,,,-31.9333,115.7500,
406,1,4,1946,fatal,QLD,"trinity beach, cairns",tiger shark,Galeocerdo cuvier ,-16.7833,145.7000,No,coastal,,,-16.7833,145.7000,
407,1,8,1946,fatal,QLD,"ellis beach, cairns",tiger shark,Galeocerdo cuvier ,-16.7167,145.6333,No,coastal,,,-16.7167,145.6333,
408,1,10,1946,injured,NSW,"lake macquarie, mark's point",bull shark,Carcharhinus leucas,-33.0500,151.6333,No,estuary/harbour,,,-33.0500,151.6333,
409,1,11,1946,fatal,QLD,"thursday island, torre strait",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,island open ocean,,,-10.5667,142.2167,
410,1,12,1946,injured,SA,"glenelg jetty, adelaide",white shark,Carcharodon carcharias ,-34.9667,138.5000,No,coastal,,,-34.9667,138.5000,
411,1,7,1947,uninjured,NT,darwin harbour,tiger shark,Galeocerdo cuvier ,-12.4500,130.7833,No,estuary/harbour,,,-12.4500,130.7833,
412,1,10,1947,injured,QLD,mornington island,tiger shark,Galeocerdo cuvier ,-16.5500,139.4000,No,island open ocean,,,-16.5500,139.4000,
413,1,11,1947,fatal,NSW,"port macquarie, wilson river",bull shark,Carcharhinus leucas,-31.3333,152.8333,No,river,,,-31.3333,152.8333,
414,1,11,1947,injured,NSW,"port macquarie, wilson river",bull shark,Carcharhinus leucas,-31.3333,152.8333,No,river,,,-31.3333,152.8333,
415,1,12,1947,injured,NSW,"watson taylor lake, laurieton",bull shark,Carcharhinus leucas,-31.7000,152.7500,No,estuary/harbour,,,-31.7000,152.7500,
416,1,1,1948,injured,WA,rottnest island,wobbegong,Orectolobidae,-31.9833,115.5333,No,island open ocean,,,-31.9833,115.5333,
417,1,2,1948,fatal,NSW,"stockton beach, newcastle",tiger shark,Galeocerdo cuvier ,-32.8500,151.8333,No,coastal,,,-32.8500,151.8333,
418,1,11,1948,injured,QLD,"torres strait, saibai island",tiger shark,Galeocerdo cuvier ,-9.6333,142.6833,No,island open ocean,,,-9.6333,142.6833,
419,1,12,1948,fatal,QLD,"caloundra, kings beach",tiger shark,Galeocerdo cuvier ,-26.8000,153.1333,No,coastal,,,-26.8000,153.1333,
420,1,12,1948,uninjured,NSW,"nielson park, sydney harbour",tiger shark,Galeocerdo cuvier ,-33.8500,151.2500,No,estuary/harbour,,,-33.8500,151.2500,
421,1,1,1949,uninjured,NSW,"bondi north, ben buckler, sydney",whaler shark,Carcharhinidae,-33.8833,151.2667,No,coastal,,,-33.8833,151.2667,
422,1,1,1949,injured,NSW,evans head,wobbegong,Orectolobidae,-29.1000,153.4333,No,coastal,,,-29.1000,153.4333,
423,1,1,1949,uninjured,NSW,"mona vale beach, sydney",white shark,Carcharodon carcharias ,-33.6667,151.3000,No,coastal,,,-33.6667,151.3000,
424,1,1,1949,fatal,NSW,"bar beach, newcastle",white shark,Carcharodon carcharias ,-32.9333,151.7500,No,coastal,,,-32.9333,151.7500,
425,1,2,1949,uninjured,NSW,"newport, sydney",white shark,Carcharodon carcharias ,-33.6500,151.3167,No,coastal,,,-33.6500,151.3167,
426,1,4,1949,fatal,QLD,"ellis beach, cairns",tiger shark,Galeocerdo cuvier ,-16.7167,145.6333,No,coastal,,,-16.7167,145.6333,
427,1,5,1949,injured,WA,"broome, gantheaume point",bull shark,Carcharhinus leucas,-17.9667,122.1667,No,coastal,,,-17.9667,122.1667,
428,1,8,1949,injured,TAS,"flinders island, bass strait.",white shark,Carcharodon carcharias ,-40.1167,148.9333,No,island open ocean,,,-40.1167,148.9333,
429,1,8,1949,injured,QLD,"yorkey knob beach, cairns",tiger shark,Galeocerdo cuvier ,-16.8167,145.7667,No,coastal,,,-16.8167,145.7667,
430,1,8,1949,fatal,QLD,"yorkey knob beach, cairns",tiger shark,Galeocerdo cuvier ,-16.8167,145.7667,No,coastal,,,-16.8167,145.7667,
431,1,11,1949,injured,NSW,"botany bay, kurnell",wobbegong,Orectolobidae,-34.0000,151.2000,No,coastal,,,-34.0000,151.2000,
432,1,1,1950,injured,VIC,"port phillip bay, south beach, werribee",wobbegong,Orectolobidae,-37.9667,144.7000,No,coastal,,,-37.9667,144.7000,
433,1,4,1950,fatal,QLD,"cairns, kings beach",tiger shark,Galeocerdo cuvier ,-16.9000,145.8500,No,Coastal,,,-16.9000,145.8500,
434,1,11,1950,injured,QLD,burleigh heads,bull shark,Carcharhinus leucas,-28.1000,153.1000,No,coastal,,,-28.1000,153.1000,
435,1,11,1950,uninjured,QLD,yeppoon,tiger shark,Galeocerdo cuvier ,-23.1167,150.7333,No,coastal,,,-23.1167,150.7333,
436,1,12,1950,fatal,QLD,"palm beach, gold coast",tiger shark,Galeocerdo cuvier ,-28.1000,153.4667,No,coastal,,,-28.1000,153.4667,
437,1,2,1951,injured,NSW,"windang, lake illawarra, wollongong",bull shark,Carcharhinus leucas,-34.5333,150.8667,No,estuary/harbour,,,-34.5333,150.8667,
438,1,2,1951,injured,NSW,"bondi beach, sydney",wobbegong,Orectolobidae,-33.8833,151.2667,No,coastal,,,-33.8833,151.2667,
439,1,3,1951,injured,NSW,"avalon beach, sydney.",wobbegong,Orectolobidae,-33.6333,151.3167,No,coastal,,,-33.6333,151.3167,
440,1,9,1951,fatal,QLD,fitzroy river,bull shark,Carcharhinus leucas,-23.3833,150.5500,No,river,,,-23.3833,150.5500,
441,1,10,1951,fatal,QLD,"townsville, kissing point",tiger shark,Galeocerdo cuvier ,-19.2333,146.8000,No,coastal,,,-19.2333,146.8000,
442,1,12,1951,fatal,NSW,"merewether beach, newcastle",white shark,Carcharodon carcharias ,-32.9333,151.7500,No,coastal,,,-32.9333,151.7500,
443,1,12,1951,uninjured,NSW,"terrigal, central coast",white shark,Carcharodon carcharias ,-33.3667,151.4333,No,coastal,,,-33.3667,151.4333,
444,1,1,1952,injured,NSW,evan's head,wobbegong,Orectolobidae,-29.1000,153.4333,No,coastal,,,-29.1000,153.4333,
445,1,2,1952,uninjured,QLD,"townsville, ross creek",bull shark,Carcharhinus leucas,-19.2500,146.8167,No,estuary/harbour,,,-19.2500,146.8167,
446,1,5,1952,injured,WA,boyup brook (area),wobbegong,Orectolobidae,-35.0667,117.0500,No,coastal,,,-35.0667,117.0500,
447,1,11,1952,injured,VIC,"somers beach, westernport",white shark,Carcharodon carcharias ,-38.3833,145.1500,No,coastal,,,-38.3833,145.1500,
448,1,12,1952,injured,SA,cape douglas,white shark,Carcharodon carcharias ,-38.0167,140.5667,No,coastal,,,-38.0167,140.5667,
449,1,2,1953,injured,NSW,sydney,wobbegong,Orectolobidae,-33.8667,151.2000,No,coastal,,,-33.8667,151.2000,
450,1,2,1953,injured,NSW,"shellharbour, wollongong",wobbegong,Orectolobidae,-34.5667,150.8667,No,coastal,,,-34.5667,150.8667,
451,1,2,1953,injured,NSW,"collaroy beach, sydney",wobbegong,Orectolobidae,-33.7167,151.3000,No,coastal,,,-33.7167,151.3000,
452,1,3,1953,injured,NSW,"long reef, sydney",tiger shark,Galeocerdo cuvier ,-33.7333,151.3000,No,coastal,,,-33.7333,151.3000,
453,1,12,1953,uninjured,NSW,"maroubra beach, sydney",white shark,Carcharodon carcharias ,-33.9333,151.2500,No,coastal,,,-33.9333,151.2500,
454,1,12,1953,injured,NSW,"maroubra beach, sydney",white shark,Carcharodon carcharias ,-33.9333,151.2500,No,coastal,,,-33.9333,151.2500,
455,1,12,1953,injured,QLD,"palm beach, gold coast",white shark,Carcharodon carcharias ,-28.1167,153.4667,No,coastal,,,-28.1167,153.4667,
456,1,1,1954,injured,SA,port macdonnell,wobbegong,Orectolobidae,-38.0500,140.7000,No,coastal,,,-38.0500,140.7000,
457,1,1,1954,injured,QLD,"torres strait, naghir island",tiger shark,Galeocerdo cuvier ,-10.2333,142.4833,No,island open ocean,,,-10.2333,142.4833,
458,1,1,1954,injured,NSW,avoca beach,whaler shark,Carcharhinidae,-33.4500,151.4333,No,coastal,,,-33.4500,151.4333,
459,1,2,1954,fatal,NSW,"the entrance, gosford",white shark,Carcharodon carcharias ,-33.3333,151.5000,No,coastal,,,-33.3333,151.5000,
460,1,6,1954,injured,QLD,"cairns,  fitzroy island",tiger shark,Galeocerdo cuvier ,-16.9167,145.9945,No,island open ocean,,,-16.9167,145.9945,
461,1,9,1954,fatal,QLD,"torres strait, darnley (erub) island",tiger shark,Galeocerdo cuvier ,-9.5833,143.7667,No,island open ocean,,,-9.5833,143.7667,
462,1,1,1955,fatal,NSW,"balmoral beach, wyargine point",bull shark,Carcharhinus leucas,-33.8167,151.2500,No,estuary/harbour,,,-33.8167,151.2500,
463,1,2,1955,fatal,NSW,"sugarloaf bay, sydney harbour",bull shark,Carcharhinus leucas,-33.7833,151.2167,No,estuary/harbour,,,-33.7833,151.2167,
464,1,3,1955,fatal,NSW,"wamberal beach, gosford.",white shark,Carcharodon carcharias ,-33.4167,151.4500,No,coastal,,,-33.4167,151.4500,
465,1,10,1955,injured,QLD,tully (5 miles off),wobbegong,Orectolobidae,-17.9333,145.9333,No,island open ocean,,,-17.9333,145.9333,
466,1,1,1956,injured,QLD,innisfail (off shore reef),tiger shark,Galeocerdo cuvier ,-17.7167,146.4000,No,island open ocean,,,-17.7167,146.4000,
467,1,2,1956,fatal,QLD,"mackay, rocklea reach, pioneer river",bull shark,Carcharhinus leucas,-21.1167,149.1500,No,river,,,-21.1167,149.1500,
468,1,2,1956,injured,VIC,"cowes jetty, phillip island",wobbegong,Orectolobidae,-38.4333,145.2333,No,coastal,,,-38.4333,145.2333,
469,1,2,1956,uninjured,VIC,"port phillip bay, black rock beach",bronze whaler shark,Carcharhinus brachyurus,-37.9667,145.0000,No,coastal,,,-37.9667,145.0000,
470,1,3,1956,uninjured,WA,"woodmans point, perth",whaler shark,Carcharhinidae,-32.1333,115.7333,No,coastal,,,-32.1333,115.7333,
471,1,3,1956,fatal,VIC,portsea beach,white shark,Carcharodon carcharias ,-38.3333,144.7000,No,coastal,,,-38.3333,144.7000,
472,1,5,1956,injured,QLD,torres strait,tiger shark,Galeocerdo cuvier ,-10.5833,142.2167,No,island open ocean,,,-10.5833,142.2167,
473,1,8,1956,injured,QLD,"southport, surfers paradise",wobbegong,Orectolobidae,-28.0000,153.4167,No,coastal,,,-28.0000,153.4167,
474,1,1,1957,uninjured,NSW,"byron bay, sharkey's beach ",white shark,Carcharodon carcharias ,-28.6333,153.6167,No,coastal,,,-28.6333,153.6167,
475,1,2,1957,fatal,WA,cape leveque,tiger shark,Galeocerdo cuvier ,-16.3833,122.9167,No,coastal,,,-16.3833,122.9167,
476,1,4,1957,injured,NSW,"merewether beach, newcastle",wobbegong,Orectolobidae,-32.9333,151.7500,No,coastal,,,-32.9333,151.7500,
477,1,4,1957,injured,QLD,"torres strait, hervey island harbour",tiger shark,Galeocerdo cuvier ,-10.5667,142.2167,No,estuary/harbour,,,-10.5667,142.2167,
478,1,5,1957,injured,NSW,"port stephens, mount yakaba head",white shark,Carcharodon carcharias ,-32.6833,152.1833,No,coastal,,,-32.6833,152.1833,
479,1,7,1957,injured,QLD,torres strait,tiger shark,Galeocerdo cuvier ,-10.5833,142.2167,No,island open ocean,,,-10.5833,142.2167,
480,1,1,1958,injured,NSW,brunswick heads,wobbegong,Orectolobidae,-28.5333,153.5500,No,coastal,,,-28.5333,153.5500,
481,1,1,1958,injured,NSW,"swan lake, sussex inlet",white shark,Carcharodon carcharias ,-35.2000,150.5500,No,coastal,,,-35.2000,150.5500,
482,1,2,1958,uninjured,NSW,"lake macquarie, speers point",bull shark,Carcharhinus leucas,-33.0500,151.6333,No,estuary/harbour,,,-33.0500,151.6333,
483,1,3,1958,fatal,QLD,"torres strait, umaga (york) island",tiger shark,Galeocerdo cuvier ,-9.7500,143.4000,No,island open ocean,,,-9.7500,143.4000,
484,1,3,1958,uninjured,VIC,"port phillip bay, mornington, marina cove",bronze whaler shark,Carcharhinus brachyurus,-38.2167,145.0167,No,coastal,,,-38.2167,145.0167,
485,1,9,1958,injured,NSW,"port stephens, shoal bay",wobbegong,Orectolobidae,-32.7167,152.1667,No,coastal,,,-32.7167,152.1667,
486,1,11,1958,fatal,QLD,surfers paradise,tiger shark,Galeocerdo cuvier ,-28.0000,153.4167,No,coastal,,,-28.0000,153.4167,
487,1,1,1959,injured,WA,"swan river, south perth",bull shark,Carcharhinus leucas,-31.9500,115.8500,No,river,,,-31.9500,115.8500,
488,1,1,1959,injured,QLD,"mooloolaba, alexandra headland",wobbegong,Orectolobidae,-26.6667,153.1167,No,coastal,,,-26.6667,153.1167,
489,1,1,1959,fatal,TAS,"safety cove, port arthur",white shark,Carcharodon carcharias ,-43.1500,147.8500,No,coastal,,,-43.1500,147.8500,
490,1,1,1959,injured,TAS,"whale bay, king island",white shark,Carcharodon carcharias ,-39.8500,143.8333,No,island open ocean,,,-39.8500,143.8333,
491,1,4,1959,uninjured,NSW,thirroul near wollongong,whaler shark,Carcharhinidae,-34.3000,150.9167,No,coastal,,,-34.3000,150.9167,
492,1,4,1959,injured,QLD,"torres strait, coconut island",tiger shark,Galeocerdo cuvier ,-10.5833,142.2167,No,island open ocean,,,-10.5833,142.2167,
493,1,11,1959,injured,QLD,"northcliffe beach, gold coast",tiger shark,Galeocerdo cuvier ,-28.0167,153.4333,No,coastal,,,-28.0167,153.4333,
494,1,11,1959,injured,VIC,"fairhaven beach, lorne",white shark,Carcharodon carcharias ,-38.4500,144.0833,No,coastal,,,-38.4500,144.0833,
495,1,12,1959,fatal,QLD,"moreton bay, wynnum",tiger shark,Galeocerdo cuvier ,-27.4333,153.1667,No,coastal,,,-27.4333,153.1667,
496,1,12,1959,uninjured,QLD,"moreton bay, scott's point beach, redcliff",tiger shark,Galeocerdo cuvier ,-27.2333,153.1000,No,coastal,,,-27.2333,153.1000,
497,1,1,1960,injured,VIC,"port phillip bay, ricketts point, parkdale",bronze whaler shark,Carcharhinus brachyurus,-37.9833,145.0167,No,coastal,,,-37.9833,145.0167,
498,1,1,1960,fatal,NSW,"roseville bridge, sydney",bull shark,Carcharhinus leucas,-33.7667,151.2000,No,river,,,-33.7667,151.2000,
499,1,4,1960,injured,VIC,"port phillip bay, canadian bay, mount eliza,",bronze whaler shark,Carcharhinus brachyurus,-38.1667,145.0667,No,island open ocean,,,-38.1667,145.0667,
500,1,4,1960,injured,NSW,"horseshoe bay, kempsey",white shark,Carcharodon carcharias ,-30.8667,153.0333,No,coastal,,,-30.8667,153.0333,
501,1,4,1960,uninjured,NSW,"port stephens, broughton island",bronze whaler shark,Carcharhinus brachyurus,-32.6000,152.3167,No,coastal,,,-32.6000,152.3167,
502,1,11,1960,injured,QLD,"mackay, black beach",whaler shark,Carcharhinidae,-21.1333,149.2000,No,coastal,,,-21.1333,149.2000,
503,1,11,1960,injured,WA,hamelin bay,wobbegong,Orectolobidae,-34.2167,115.0167,No,coastal,,,-34.2167,115.0167,
504,1,12,1960,injured,NSW,"manly, shelly beach",whaler shark,Carcharhinidae,-33.7833,151.2833,No,coastal,,,-33.7833,151.2833,
505,1,12,1960,injured,QLD,"brisbane river, college crossing",bull shark,Carcharhinus leucas,-27.3667,153.1500,No,river,,,-27.3667,153.1500,
506,1,1,1961,injured,NSW,nambucca heads,dogfish,Squalidae,-30.6333,153.1833,No,ocean/pelagic,,,-30.6333,153.1833,
507,1,2,1961,injured,VIC,"port phillip bay, mount martha beach",wobbegong,Orectolobidae,-38.2667,145.0167,No,coastal,,,-38.2667,145.0167,
508,1,2,1961,uninjured,WA,carnac island,wobbegong,Orectolobidae,-32.1167,115.6500,No,island open ocean,,,-32.1167,115.6500,
509,1,3,1961,injured,SA,"glenelg, adelaide",bronze whaler shark,Carcharhinus brachyurus,-34.9667,138.5000,No,coastal,,,-34.9667,138.5000,
510,1,3,1961,injured,VIC,"lady bay beach, warrnambool",white shark,Carcharodon carcharias ,-38.3833,142.4833,No,coastal,,,-38.3833,142.4833,
511,1,3,1961,injured,SA,aldinga beach,white shark,Carcharodon carcharias ,-35.2833,138.4333,No,coastal,,,-35.2833,138.4333,
512,1,4,1961,uninjured,VIC,flinders beach,dusky shark,Carcharhinus obscurus,-38.4667,145.0167,No,coastal,,,-38.4667,145.0167,
513,1,12,1961,fatal,QLD,"noosa heads, laguna bay",bull shark,Carcharhinus leucas,-26.3667,153.0833,No,coastal,,,-26.3667,153.0833,
514,1,12,1961,injured,QLD,"mackay, lamberts beach",tiger shark,Galeocerdo cuvier ,-21.0667,149.2167,No,coastal,,,-21.0667,149.2167,
515,1,12,1961,fatal,QLD,"mackay, lamberts beach",tiger shark,Galeocerdo cuvier ,-21.0667,149.2167,No,coastal,,,-21.0667,149.2167,
516,1,12,1961,injured,QLD,"torres strait, horn island",tiger shark,Galeocerdo cuvier ,-10.3833,142.2833,No,island open ocean,,,-10.3833,142.2833,
517,1,1,1962,injured,NSW,lennox head,white shark,Carcharodon carcharias ,-28.7833,153.5833,No,coastal,,,-28.7833,153.5833,
518,1,1,1962,uninjured,NSW,"long reef, sydney",white shark,Carcharodon carcharias ,-33.7333,151.3000,No,coastal,,,-33.7333,151.3000,
519,1,2,1962,injured,QLD,"greenmount beach, coolangatta",wobbegong,Orectolobidae,-28.1500,153.5333,No,coastal,,,-28.1500,153.5333,
520,1,11,1962,uninjured,NSW,"long reef, sydney",whaler shark,Carcharhinidae,-33.7333,151.3167,No,coastal,,,-33.7333,151.3167,
521,1,12,1962,fatal,SA,carrickalinga head,white shark,Carcharodon carcharias ,-35.4000,138.3167,No,coastal,,,-35.4000,138.3167,
522,1,1,1963,fatal,NSW,"middle harbour, sydney harbour",bull shark,Carcharhinus leucas,-33.7833,151.2333,No,estuary/harbour,,,-33.7833,151.2333,
523,1,2,1963,injured,NSW,"austinmer beach, wollongong",bronze whaler shark,Carcharhinus brachyurus,-34.3000,150.9333,No,coastal,,,-34.3000,150.9333,
524,1,4,1963,injured,WA,"yallingup, south perth",white shark,Carcharodon carcharias ,-33.6333,115.0000,No,coastal,,,-33.6333,115.0000,
525,1,12,1963,injured,SA,aldinga beach,white shark,Carcharodon carcharias ,-35.2833,138.4333,No,coastal,,,-35.2833,138.4333,
526,1,1,1964,uninjured,WA,off coast of western aust,whaler shark,Carcharhinidae,-31.9500,115.8500,No,coastal,,,-31.9500,115.8500,
527,1,1,1964,injured,WA,hamelin bay,wobbegong,Orectolobidae,-34.2167,115.0167,No,coastal,,,-34.2167,115.0167,
528,1,3,1964,injured,SA,"paradise beach, nr victor harbour",white shark,Carcharodon carcharias ,-35.5333,138.6167,No,coastal,,,-35.5333,138.6167,
529,1,10,1964,injured,WA,mandurah,,,-32.5167,115.6833,No,coastal,,,-32.5167,115.6833,
530,1,11,1964,injured,VIC,lady julia percy island,white shark,Carcharodon carcharias ,-38.4167,142.0000,No,island open ocean,,,-38.4167,142.0000,
531,1,1,1965,injured,VIC,port melbourne,wobbegong,Orectolobidae,-37.8333,144.9333,No,coastal,,,-37.8333,144.9333,
532,1,11,1965,injured,QLD,"cairns, oak beach",tiger shark,Galeocerdo cuvier ,-16.9167,145.7667,No,coastal,,,-16.9167,145.7667,
533,1,12,1965,injured,WA,rottnest island,wobbegong,Orectolobidae,-31.9833,115.5333,No,island open ocean,,,-31.9833,115.5333,
534,1,2,1966,injured,NSW,coledale beach near wollongong,white shark,Carcharodon carcharias ,-34.2833,150.9333,No,coastal,,,-34.2833,150.9333,
535,1,5,1966,fatal,NSW,jervis bay,white shark,Carcharodon carcharias ,-35.0333,150.7167,No,coastal,,,-35.0333,150.7167,
536,1,9,1966,uninjured,WA,rottnest island,shortfin mako shark,Isurus oxyrinchus,-31.9833,115.5333,No,island open ocean,,,-31.9833,115.5333,
537,1,12,1966,injured,NSW,"coogee beach, sydney",wobbegong,Orectolobidae,-33.9167,151.2500,No,coastal,,,-33.9167,151.2500,
538,1,12,1966,injured,QLD,"heron island, broomfield reef",bronze whaler shark,Carcharhinus brachyurus,-23.4333,151.9000,No,island open ocean,,,-23.4333,151.9000,
539,1,12,1966,injured,TAS,"bicheno, piccaninny point, ",white shark,Carcharodon carcharias ,-41.8667,148.3000,No,coastal,,,-41.8667,148.3000,
540,1,12,1966,injured,NSW,"south west rocks, trial bay",wobbegong,Orectolobidae,-30.8833,153.0500,No,coastal,,,-30.8833,153.0500,
541,1,4,1967,injured,NSW,"south coast, wollongong",bronze whaler shark,Carcharhinus brachyurus,-34.4167,150.8833,No,coastal,,,-34.4167,150.8833,
542,1,8,1967,fatal,WA,jurien bay,white shark,Carcharodon carcharias ,-30.2500,115.0167,No,coastal,,,-30.2500,115.0167,
543,1,2,1968,injured,WA,"swan river, belmont",bull shark,Carcharhinus leucas,-31.9500,115.8500,No,river,,,-31.9500,115.8500,
544,1,2,1968,uninjured,SA,cape jervis,bronze whaler shark,Carcharhinus brachyurus,-35.6000,138.0833,No,coastal,,,-35.6000,138.0833,
545,1,9,1968,uninjured,SA,"thistle island, port lincoln",white shark,Carcharodon carcharias ,-35.0000,136.1667,No,island open ocean,,,-35.0000,136.1667,
546,1,1,1969,injured,NSW,"currarong beach, jervis bay",bronze whaler shark,Carcharhinus brachyurus,-35.0000,150.8167,No,coastal,,,-35.0000,150.8167,
547,1,6,1969,injured,NSW,"kiama, wollongong",wobbegong,Orectolobidae,-34.6667,150.8500,No,coastal,,,-34.6667,150.8500,
548,1,11,1969,injured,WA,"swan river, perth",bull shark,Carcharhinus leucas,-31.9500,115.8500,No,river,,,-31.9500,115.8500,
549,1,1,1971,injured,TAS,east devonport beach,school shark,Galeorhinus galeus ,-41.1500,148.3500,No,coastal,,,-41.1500,148.3500,
550,1,2,1971,injured,WA,esperance,whaler shark,Carcharhinidae,-33.8500,121.8833,No,coastal,,,-33.8500,121.8833,
551,1,12,1971,fatal,QLD,"cape capricorn, gladstone",tiger shark,Galeocerdo cuvier ,-23.4833,151.2000,No,coastal,,,-23.4833,151.2000,
552,1,2,1972,injured,VIC,"sandy point, wilsons promotory",white shark,Carcharodon carcharias ,-38.8167,148.0833,Yes,coastal,-38.8167,146.1250,-38.8167,146.1250,"-38.851517, 146.125078"
553,1,4,1972,injured,QLD,"moreton bay, wellington point",,,-27.4667,153.2333,No,island open ocean,,,-27.4667,153.2333,
554,1,8,1972,injured,TAS,"tasman island, tasman peninsula",white shark,Carcharodon carcharias ,-43.2333,148.0000,No,coastal,,,-43.2333,148.0000,
